"Document.ID","n.x","n.y","percent.misspelled"
"CMS-2017-0163-0537-0",80,6,0.075
"CMS-2017-0163-0679-0",120,9,0.075
"CMS-2017-0163-0978-0",40,3,0.075
"CMS-2017-0163-1144-1",160,12,0.075
"CMS-2017-0163-1094-1",1577,118,0.0748256182625238
"CMS-2017-0163-0855-1",949,71,0.0748155953635406
"CMS-2017-0163-1199-1",536,40,0.0746268656716418
"CMS-2017-0163-0391-0",376,28,0.074468085106383
"CMS-2017-0163-0208-0",81,6,0.0740740740740741
"CMS-2017-0163-0368-0",54,4,0.0740740740740741
"CMS-2017-0163-0067-0",311,23,0.0739549839228296
"CMS-2017-0163-0881-0",176,13,0.0738636363636364
"CMS-2017-0163-0116-0",163,12,0.0736196319018405
"CMS-2017-0163-0798-0",68,5,0.0735294117647059
"CMS-2017-0163-0712-0",177,13,0.0734463276836158
"CMS-2017-0163-0435-0",109,8,0.073394495412844
"CMS-2017-0163-0444-0",109,8,0.073394495412844
"CMS-2017-0163-0304-1",232,17,0.0732758620689655
"CMS-2017-0163-0216-0",82,6,0.0731707317073171
"CMS-2017-0163-0401-0",41,3,0.0731707317073171
"CMS-2017-0163-0876-0",165,12,0.0727272727272727
"CMS-2017-0163-1047-0",55,4,0.0727272727272727
"CMS-2017-0163-1134-0",110,8,0.0727272727272727
"CMS-2017-0163-0598-0",344,25,0.0726744186046512
"CMS-2017-0163-0673-1",923,67,0.0725893824485374
"CMS-2017-0163-1110-1",3367,244,0.0724680724680725
"CMS-2017-0163-1178-0",69,5,0.072463768115942
"CMS-2017-0163-0016-0",166,12,0.072289156626506
"CMS-2017-0163-0824-0",166,12,0.072289156626506
"CMS-2017-0163-1010-0",415,30,0.072289156626506
"CMS-2017-0163-0730-0",180,13,0.0722222222222222
"CMS-2017-0163-0124-0",194,14,0.0721649484536082
"CMS-2017-0163-0745-1",1222,88,0.072013093289689
"CMS-2017-0163-0495-0",389,28,0.0719794344473008
"CMS-2017-0163-0021-0",14,1,0.0714285714285714
"CMS-2017-0163-0400-0",28,2,0.0714285714285714
"CMS-2017-0163-0486-0",140,10,0.0714285714285714
"CMS-2017-0163-0509-0",28,2,0.0714285714285714
"CMS-2017-0163-0582-0",84,6,0.0714285714285714
"CMS-2017-0163-0700-0",154,11,0.0714285714285714
"CMS-2017-0163-0756-0",42,3,0.0714285714285714
"CMS-2017-0163-0931-1",98,7,0.0714285714285714
"CMS-2017-0163-1038-0",56,4,0.0714285714285714
"CMS-2017-0163-0574-0",267,19,0.0711610486891386
"CMS-2017-0163-0907-0",113,8,0.0707964601769911
"CMS-2017-0163-1163-5",4101,290,0.0707144598878322
"CMS-2017-0163-1026-0",142,10,0.0704225352112676
"CMS-2017-0163-0391-5",612,43,0.0702614379084967
"CMS-2017-0163-1153-1",527,37,0.0702087286527514
"CMS-2017-0163-0568-0",57,4,0.0701754385964912
"CMS-2017-0163-0642-0",228,16,0.0701754385964912
"CMS-2017-0163-0132-0",314,22,0.0700636942675159
"CMS-2017-0163-0182-0",200,14,0.07
"CMS-2017-0163-0508-0",429,30,0.0699300699300699
"CMS-2017-0163-0720-0",372,26,0.0698924731182796
"CMS-2017-0163-1139-1",644,45,0.0698757763975155
"CMS-2017-0163-0233-0",86,6,0.0697674418604651
"CMS-2017-0163-0083-0",330,23,0.0696969696969697
"CMS-2017-0163-0894-0",158,11,0.069620253164557
"CMS-2017-0163-0085-0",216,15,0.0694444444444444
"CMS-2017-0163-0097-0",29,2,0.0689655172413793
"CMS-2017-0163-0386-0",58,4,0.0689655172413793
"CMS-2017-0163-0740-1",638,44,0.0689655172413793
"CMS-2017-0163-1040-0",116,8,0.0689655172413793
"CMS-2017-0163-0143-0",291,20,0.0687285223367698
"CMS-2017-0163-0041-0",102,7,0.0686274509803922
"CMS-2017-0163-0869-4",7434,510,0.0686037126715093
"CMS-2017-0163-0526-0",321,22,0.0685358255451713
"CMS-2017-0163-0100-0",73,5,0.0684931506849315
"CMS-2017-0163-0081-0",88,6,0.0681818181818182
"CMS-2017-0163-0076-0",279,19,0.0681003584229391
"CMS-2017-0163-0942-1",798,54,0.0676691729323308
"CMS-2017-0163-0880-1",207,14,0.0676328502415459
"CMS-2017-0163-0776-1",1538,104,0.0676202860858258
"CMS-2017-0163-0885-0",429,29,0.0675990675990676
"CMS-2017-0163-0345-0",74,5,0.0675675675675676
"CMS-2017-0163-0655-0",74,5,0.0675675675675676
"CMS-2017-0163-0832-0",163,11,0.0674846625766871
"CMS-2017-0163-1107-1",876,59,0.067351598173516
"CMS-2017-0163-1066-0",238,16,0.0672268907563025
"CMS-2017-0163-0819-0",283,19,0.0671378091872792
"CMS-2017-0163-1136-0",164,11,0.0670731707317073
"CMS-2017-0163-0458-0",374,25,0.0668449197860963
"CMS-2017-0163-0043-0",135,9,0.0666666666666667
"CMS-2017-0163-0361-0",30,2,0.0666666666666667
"CMS-2017-0163-0694-0",15,1,0.0666666666666667
"CMS-2017-0163-1205-0",15,1,0.0666666666666667
"CMS-2017-0163-0093-0",422,28,0.0663507109004739
"CMS-2017-0163-0446-1",317,21,0.0662460567823344
"CMS-2017-0163-0995-0",302,20,0.0662251655629139
"CMS-2017-0163-0929-1",121,8,0.0661157024793388
"CMS-2017-0163-0311-0",227,15,0.066079295154185
"CMS-2017-0163-0451-0",152,10,0.0657894736842105
"CMS-2017-0163-0597-0",76,5,0.0657894736842105
"CMS-2017-0163-0671-0",76,5,0.0657894736842105
"CMS-2017-0163-0984-0",76,5,0.0657894736842105
"CMS-2017-0163-0074-0",61,4,0.0655737704918033
"CMS-2017-0163-1188-0",122,8,0.0655737704918033
"CMS-2017-0163-0580-0",214,14,0.0654205607476635
"CMS-2017-0163-1117-1",644,42,0.0652173913043478
"CMS-2017-0163-0988-0",246,16,0.0650406504065041
"CMS-2017-0163-0158-0",231,15,0.0649350649350649
"CMS-2017-0163-0405-0",186,12,0.0645161290322581
"CMS-2017-0163-0547-0",62,4,0.0645161290322581
"CMS-2017-0163-1114-0",31,2,0.0645161290322581
"CMS-2017-0163-0470-0",357,23,0.0644257703081232
"CMS-2017-0163-1100-1",652,42,0.0644171779141104
"CMS-2017-0163-0199-0",171,11,0.064327485380117
"CMS-2017-0163-0551-0",187,12,0.0641711229946524
"CMS-2017-0163-0927-1",125,8,0.064
"CMS-2017-0163-0829-0",297,19,0.063973063973064
"CMS-2017-0163-1201-1",1095,70,0.0639269406392694
"CMS-2017-0163-0357-0",47,3,0.0638297872340425
"CMS-2017-0163-0752-0",408,26,0.0637254901960784
"CMS-2017-0163-0809-0",157,10,0.0636942675159236
"CMS-2017-0163-0207-0",126,8,0.0634920634920635
"CMS-2017-0163-0651-0",63,4,0.0634920634920635
"CMS-2017-0163-0789-0",63,4,0.0634920634920635
"CMS-2017-0163-0891-0",63,4,0.0634920634920635
"CMS-2017-0163-1005-0",331,21,0.0634441087613293
"CMS-2017-0163-1037-0",284,18,0.0633802816901408
"CMS-2017-0163-0654-1",839,53,0.0631704410011919
"CMS-2017-0163-0414-0",95,6,0.0631578947368421
"CMS-2017-0163-0764-0",95,6,0.0631578947368421
"CMS-2017-0163-0276-0",333,21,0.0630630630630631
"CMS-2017-0163-0170-0",80,5,0.0625
"CMS-2017-0163-0378-0",48,3,0.0625
"CMS-2017-0163-0464-0",32,2,0.0625
"CMS-2017-0163-0780-0",80,5,0.0625
"CMS-2017-0163-0808-0",48,3,0.0625
"CMS-2017-0163-0926-1",112,7,0.0625
"CMS-2017-0163-0946-0",16,1,0.0625
"CMS-2017-0163-1068-0",32,2,0.0625
"CMS-2017-0163-1198-2",224,14,0.0625
"CMS-2017-0163-0729-0",322,20,0.062111801242236
"CMS-2017-0163-0333-0",178,11,0.0617977528089888
"CMS-2017-0163-0868-0",81,5,0.0617283950617284
"CMS-2017-0163-0909-0",130,8,0.0615384615384615
"CMS-2017-0163-0786-0",114,7,0.0614035087719298
"CMS-2017-0163-0244-0",49,3,0.0612244897959184
"CMS-2017-0163-0319-0",49,3,0.0612244897959184
"CMS-2017-0163-0487-0",98,6,0.0612244897959184
"CMS-2017-0163-0705-0",392,24,0.0612244897959184
"CMS-2017-0163-0707-0",392,24,0.0612244897959184
"CMS-2017-0163-0409-0",311,19,0.0610932475884244
"CMS-2017-0163-0173-0",82,5,0.0609756097560976
"CMS-2017-0163-0608-0",82,5,0.0609756097560976
"CMS-2017-0163-0082-0",132,8,0.0606060606060606
"CMS-2017-0163-0814-0",33,2,0.0606060606060606
"CMS-2017-0163-1092-0",314,19,0.0605095541401274
"CMS-2017-0163-0397-0",133,8,0.0601503759398496
"CMS-2017-0163-0627-0",133,8,0.0601503759398496
"CMS-2017-0163-0507-0",183,11,0.0601092896174863
"CMS-2017-0163-0290-0",100,6,0.06
"CMS-2017-0163-0685-0",100,6,0.06
"CMS-2017-0163-1074-1",617,37,0.059967585089141
"CMS-2017-0163-0184-0",117,7,0.0598290598290598
"CMS-2017-0163-0802-0",421,25,0.0593824228028504
"CMS-2017-0163-0906-0",219,13,0.0593607305936073
"CMS-2017-0163-1205-1",1034,61,0.0589941972920696
"CMS-2017-0163-0023-0",17,1,0.0588235294117647
"CMS-2017-0163-0210-0",85,5,0.0588235294117647
"CMS-2017-0163-0407-0",17,1,0.0588235294117647
"CMS-2017-0163-0440-0",289,17,0.0588235294117647
"CMS-2017-0163-0467-0",85,5,0.0588235294117647
"CMS-2017-0163-0479-0",170,10,0.0588235294117647
"CMS-2017-0163-0790-0",17,1,0.0588235294117647
"CMS-2017-0163-0828-0",17,1,0.0588235294117647
"CMS-2017-0163-0865-0",17,1,0.0588235294117647
"CMS-2017-0163-1022-0",85,5,0.0588235294117647
"CMS-2017-0163-1033-0",17,1,0.0588235294117647
"CMS-2017-0163-0604-0",188,11,0.0585106382978723
"CMS-2017-0163-0741-0",154,9,0.0584415584415584
"CMS-2017-0163-0999-0",154,9,0.0584415584415584
"CMS-2017-0163-0328-1",719,42,0.0584144645340751
"CMS-2017-0163-0600-1",719,42,0.0584144645340751
"CMS-2017-0163-0360-0",257,15,0.0583657587548638
"CMS-2017-0163-0527-0",120,7,0.0583333333333333
"CMS-2017-0163-0724-0",240,14,0.0583333333333333
"CMS-2017-0163-1103-1",635,37,0.0582677165354331
"CMS-2017-0163-0783-0",103,6,0.058252427184466
"CMS-2017-0163-0062-0",189,11,0.0582010582010582
"CMS-2017-0163-0565-1",567,33,0.0582010582010582
"CMS-2017-0163-0933-1",189,11,0.0582010582010582
"CMS-2017-0163-0934-1",172,10,0.0581395348837209
"CMS-2017-0163-0947-0",344,20,0.0581395348837209
"CMS-2017-0163-0321-0",276,16,0.0579710144927536
"CMS-2017-0163-1055-0",69,4,0.0579710144927536
"CMS-2017-0163-0087-0",121,7,0.0578512396694215
"CMS-2017-0163-0956-0",398,23,0.0577889447236181
"CMS-2017-0163-0699-0",52,3,0.0576923076923077
"CMS-2017-0163-0890-0",365,21,0.0575342465753425
"CMS-2017-0163-0420-0",87,5,0.0574712643678161
"CMS-2017-0163-0101-0",157,9,0.0573248407643312
"CMS-2017-0163-0966-0",192,11,0.0572916666666667
"CMS-2017-0163-0147-0",175,10,0.0571428571428571
"CMS-2017-0163-0317-0",35,2,0.0571428571428571
"CMS-2017-0163-0506-0",35,2,0.0571428571428571
"CMS-2017-0163-1083-0",245,14,0.0571428571428571
"CMS-2017-0163-0980-0",421,24,0.0570071258907363
"CMS-2017-0163-0736-1",527,30,0.0569259962049336
"CMS-2017-0163-0078-0",211,12,0.0568720379146919
"CMS-2017-0163-0558-0",88,5,0.0568181818181818
"CMS-2017-0163-0750-0",282,16,0.0567375886524823
"CMS-2017-0163-0410-1",671,38,0.0566318926974665
"CMS-2017-0163-0065-0",106,6,0.0566037735849057
"CMS-2017-0163-0135-0",53,3,0.0566037735849057
"CMS-2017-0163-0277-0",53,3,0.0566037735849057
"CMS-2017-0163-0841-0",142,8,0.0563380281690141
"CMS-2017-0163-0888-1",551,31,0.0562613430127042
"CMS-2017-0163-0410-0",196,11,0.0561224489795918
"CMS-2017-0163-0071-0",143,8,0.0559440559440559
"CMS-2017-0163-0218-0",197,11,0.0558375634517767
"CMS-2017-0163-1057-1",681,38,0.0558002936857562
"CMS-2017-0163-0528-0",287,16,0.0557491289198606
"CMS-2017-0163-0554-0",413,23,0.0556900726392252
"CMS-2017-0163-0877-0",485,27,0.0556701030927835
"CMS-2017-0163-0188-0",18,1,0.0555555555555556
"CMS-2017-0163-0241-0",18,1,0.0555555555555556
"CMS-2017-0163-0251-0",342,19,0.0555555555555556
"CMS-2017-0163-0483-0",18,1,0.0555555555555556
"CMS-2017-0163-0575-0",90,5,0.0555555555555556
"CMS-2017-0163-0592-0",36,2,0.0555555555555556
"CMS-2017-0163-0609-0",18,1,0.0555555555555556
"CMS-2017-0163-0610-0",18,1,0.0555555555555556
"CMS-2017-0163-0678-0",18,1,0.0555555555555556
"CMS-2017-0163-0589-0",145,8,0.0551724137931034
"CMS-2017-0163-0369-0",109,6,0.055045871559633
"CMS-2017-0163-1062-0",109,6,0.055045871559633
"CMS-2017-0163-0283-0",201,11,0.054726368159204
"CMS-2017-0163-0886-0",330,18,0.0545454545454545
"CMS-2017-0163-0352-0",147,8,0.054421768707483
"CMS-2017-0163-0704-0",221,12,0.0542986425339367
"CMS-2017-0163-0336-0",37,2,0.0540540540540541
"CMS-2017-0163-0977-0",37,2,0.0540540540540541
"CMS-2017-0163-1056-0",333,18,0.0540540540540541
"CMS-2017-0163-0716-0",408,22,0.053921568627451
"CMS-2017-0163-0732-1",1560,84,0.0538461538461538
"CMS-2017-0163-0991-0",130,7,0.0538461538461538
"CMS-2017-0163-0871-0",353,19,0.0538243626062323
"CMS-2017-0163-0501-0",186,10,0.0537634408602151
"CMS-2017-0163-0512-0",93,5,0.0537634408602151
"CMS-2017-0163-0355-1",149,8,0.0536912751677852
"CMS-2017-0163-0644-0",149,8,0.0536912751677852
"CMS-2017-0163-0068-0",56,3,0.0535714285714286
"CMS-2017-0163-0195-0",75,4,0.0533333333333333
"CMS-2017-0163-0494-0",113,6,0.0530973451327434
"CMS-2017-0163-0348-0",132,7,0.053030303030303
"CMS-2017-0163-1095-0",19,1,0.0526315789473684
"CMS-2017-0163-1156-0",19,1,0.0526315789473684
"CMS-2017-0163-0447-0",210,11,0.0523809523809524
"CMS-2017-0163-0800-0",96,5,0.0520833333333333
"CMS-2017-0163-0054-0",77,4,0.051948051948052
"CMS-2017-0163-0668-0",231,12,0.051948051948052
"CMS-2017-0163-1002-0",347,18,0.0518731988472622
"CMS-2017-0163-0032-0",58,3,0.0517241379310345
"CMS-2017-0163-0869-1",1645,85,0.0516717325227964
"CMS-2017-0163-0416-0",155,8,0.0516129032258065
"CMS-2017-0163-0611-0",291,15,0.0515463917525773
"CMS-2017-0163-0325-0",136,7,0.0514705882352941
"CMS-2017-0163-0180-0",175,9,0.0514285714285714
"CMS-2017-0163-0192-0",331,17,0.0513595166163142
"CMS-2017-0163-0151-0",39,2,0.0512820512820513
"CMS-2017-0163-1128-1",625,32,0.0512
"CMS-2017-0163-0939-1",137,7,0.0510948905109489
"CMS-2017-0163-0997-0",334,17,0.0508982035928144
"CMS-2017-0163-0536-0",118,6,0.0508474576271186
"CMS-2017-0163-0657-0",217,11,0.0506912442396313
"CMS-2017-0163-0577-0",375,19,0.0506666666666667
"CMS-2017-0163-0769-0",277,14,0.0505415162454874
"CMS-2017-0163-0761-0",318,16,0.050314465408805
"CMS-2017-0163-0765-0",159,8,0.050314465408805
"CMS-2017-0163-0835-0",159,8,0.050314465408805
"CMS-2017-0163-0773-0",199,10,0.050251256281407
"CMS-2017-0163-0130-0",60,3,0.05
"CMS-2017-0163-0302-0",40,2,0.05
"CMS-2017-0163-0356-0",80,4,0.05
"CMS-2017-0163-0869-0",100,5,0.05
"CMS-2017-0163-0911-0",60,3,0.05
"CMS-2017-0163-1016-0",280,14,0.05
"CMS-2017-0163-0069-0",101,5,0.0495049504950495
"CMS-2017-0163-0285-0",385,19,0.0493506493506494
"CMS-2017-0163-0664-0",102,5,0.0490196078431373
"CMS-2017-0163-0026-0",368,18,0.0489130434782609
"CMS-2017-0163-1179-1",614,30,0.0488599348534202
"CMS-2017-0163-1190-2",614,30,0.0488599348534202
"CMS-2017-0163-0915-0",82,4,0.0487804878048781
"CMS-2017-0163-0516-0",144,7,0.0486111111111111
"CMS-2017-0163-0322-0",62,3,0.0483870967741935
"CMS-2017-0163-0376-0",83,4,0.0481927710843374
"CMS-2017-0163-1011-0",436,21,0.0481651376146789
"CMS-2017-0163-0771-0",376,18,0.0478723404255319
"CMS-2017-0163-1198-3",669,32,0.0478325859491779
"CMS-2017-0163-0524-0",251,12,0.047808764940239
"CMS-2017-0163-0049-0",273,13,0.0476190476190476
"CMS-2017-0163-0178-0",21,1,0.0476190476190476
"CMS-2017-0163-0278-0",441,21,0.0476190476190476
"CMS-2017-0163-0452-0",21,1,0.0476190476190476
"CMS-2017-0163-0489-0",21,1,0.0476190476190476
"CMS-2017-0163-0570-0",63,3,0.0476190476190476
"CMS-2017-0163-0646-0",84,4,0.0476190476190476
"CMS-2017-0163-0680-0",168,8,0.0476190476190476
"CMS-2017-0163-0820-0",126,6,0.0476190476190476
"CMS-2017-0163-0450-0",254,12,0.047244094488189
"CMS-2017-0163-0296-0",85,4,0.0470588235294118
"CMS-2017-0163-0460-0",85,4,0.0470588235294118
"CMS-2017-0163-0693-0",85,4,0.0470588235294118
"CMS-2017-0163-0305-0",128,6,0.046875
"CMS-2017-0163-0442-0",278,13,0.0467625899280576
"CMS-2017-0163-0493-0",214,10,0.0467289719626168
"CMS-2017-0163-0497-0",150,7,0.0466666666666667
"CMS-2017-0163-0187-0",43,2,0.0465116279069767
"CMS-2017-0163-0288-0",43,2,0.0465116279069767
"CMS-2017-0163-0432-0",43,2,0.0465116279069767
"CMS-2017-0163-0004-0",65,3,0.0461538461538462
"CMS-2017-0163-0491-0",65,3,0.0461538461538462
"CMS-2017-0163-0790-1",195,9,0.0461538461538462
"CMS-2017-0163-0344-0",261,12,0.0459770114942529
"CMS-2017-0163-0359-1",87,4,0.0459770114942529
"CMS-2017-0163-0725-0",174,8,0.0459770114942529
"CMS-2017-0163-0778-0",174,8,0.0459770114942529
"CMS-2017-0163-0787-0",153,7,0.0457516339869281
"CMS-2017-0163-0817-0",197,9,0.0456852791878173
"CMS-2017-0163-0983-0",351,16,0.0455840455840456
"CMS-2017-0163-0077-0",22,1,0.0454545454545455
"CMS-2017-0163-0079-0",44,2,0.0454545454545455
"CMS-2017-0163-0175-0",66,3,0.0454545454545455
"CMS-2017-0163-0511-0",66,3,0.0454545454545455
"CMS-2017-0163-0629-0",66,3,0.0454545454545455
"CMS-2017-0163-0910-0",66,3,0.0454545454545455
"CMS-2017-0163-0510-1",397,18,0.0453400503778338
"CMS-2017-0163-0777-0",45,2,0.0444444444444444
"CMS-2017-0163-0039-0",293,13,0.0443686006825939
"CMS-2017-0163-0072-0",429,19,0.0442890442890443
"CMS-2017-0163-0153-0",136,6,0.0441176470588235
"CMS-2017-0163-0358-0",136,6,0.0441176470588235
"CMS-2017-0163-0755-0",68,3,0.0441176470588235
"CMS-2017-0163-0245-0",159,7,0.0440251572327044
"CMS-2017-0163-0118-0",409,18,0.0440097799511002
"CMS-2017-0163-0878-0",251,11,0.0438247011952191
"CMS-2017-0163-0008-0",23,1,0.0434782608695652
"CMS-2017-0163-0009-0",23,1,0.0434782608695652
"CMS-2017-0163-0010-0",23,1,0.0434782608695652
"CMS-2017-0163-0066-0",23,1,0.0434782608695652
"CMS-2017-0163-0203-0",138,6,0.0434782608695652
"CMS-2017-0163-0273-0",207,9,0.0434782608695652
"CMS-2017-0163-0449-0",46,2,0.0434782608695652
"CMS-2017-0163-0560-0",23,1,0.0434782608695652
"CMS-2017-0163-0656-0",92,4,0.0434782608695652
"CMS-2017-0163-0759-0",69,3,0.0434782608695652
"CMS-2017-0163-0949-0",46,2,0.0434782608695652
"CMS-2017-0163-1025-0",23,1,0.0434782608695652
"CMS-2017-0163-0571-0",185,8,0.0432432432432432
"CMS-2017-0163-0219-0",139,6,0.0431654676258993
"CMS-2017-0163-0635-0",279,12,0.043010752688172
"CMS-2017-0163-1034-0",70,3,0.0428571428571429
"CMS-2017-0163-1007-0",187,8,0.0427807486631016
"CMS-2017-0163-0275-0",141,6,0.0425531914893617
"CMS-2017-0163-0850-0",165,7,0.0424242424242424
"CMS-2017-0163-0746-0",236,10,0.0423728813559322
"CMS-2017-0163-0813-0",118,5,0.0423728813559322
"CMS-2017-0163-1170-0",402,17,0.0422885572139304
"CMS-2017-0163-0692-0",142,6,0.0422535211267606
"CMS-2017-0163-0714-0",237,10,0.0421940928270042
"CMS-2017-0163-0520-0",95,4,0.0421052631578947
"CMS-2017-0163-0837-0",95,4,0.0421052631578947
"CMS-2017-0163-0792-0",167,7,0.0419161676646707
"CMS-2017-0163-0919-0",335,14,0.0417910447761194
"CMS-2017-0163-0050-0",384,16,0.0416666666666667
"CMS-2017-0163-0165-0",120,5,0.0416666666666667
"CMS-2017-0163-0172-0",48,2,0.0416666666666667
"CMS-2017-0163-0205-0",192,8,0.0416666666666667
"CMS-2017-0163-0246-0",24,1,0.0416666666666667
"CMS-2017-0163-0303-0",24,1,0.0416666666666667
"CMS-2017-0163-0415-0",24,1,0.0416666666666667
"CMS-2017-0163-0522-0",24,1,0.0416666666666667
"CMS-2017-0163-0593-0",24,1,0.0416666666666667
"CMS-2017-0163-0839-0",48,2,0.0416666666666667
"CMS-2017-0163-0843-0",24,1,0.0416666666666667
"CMS-2017-0163-0948-0",72,3,0.0416666666666667
"CMS-2017-0163-1050-0",72,3,0.0416666666666667
"CMS-2017-0163-0842-0",243,10,0.0411522633744856
"CMS-2017-0163-1095-2",462,19,0.0411255411255411
"CMS-2017-0163-0591-0",195,8,0.041025641025641
"CMS-2017-0163-0194-0",122,5,0.040983606557377
"CMS-2017-0163-0272-0",49,2,0.0408163265306122
"CMS-2017-0163-0567-0",98,4,0.0408163265306122
"CMS-2017-0163-0647-0",245,10,0.0408163265306122
"CMS-2017-0163-0139-0",123,5,0.040650406504065
"CMS-2017-0163-0825-0",123,5,0.040650406504065
"CMS-2017-0163-0918-0",123,5,0.040650406504065
"CMS-2017-0163-0209-0",74,3,0.0405405405405405
"CMS-2017-0163-0255-0",99,4,0.0404040404040404
"CMS-2017-0163-0094-0",174,7,0.0402298850574713
"CMS-2017-0163-0459-0",174,7,0.0402298850574713
"CMS-2017-0163-0770-0",25,1,0.04
"CMS-2017-0163-0992-0",150,6,0.04
"CMS-2017-0163-1169-0",25,1,0.04
"CMS-2017-0163-1009-0",276,11,0.0398550724637681
"CMS-2017-0163-0189-0",403,16,0.0397022332506203
"CMS-2017-0163-0051-0",101,4,0.0396039603960396
"CMS-2017-0163-0665-0",76,3,0.0394736842105263
"CMS-2017-0163-0600-0",279,11,0.039426523297491
"CMS-2017-0163-0875-1",686,27,0.0393586005830904
"CMS-2017-0163-0291-0",51,2,0.0392156862745098
"CMS-2017-0163-0335-0",153,6,0.0392156862745098
"CMS-2017-0163-0916-0",51,2,0.0392156862745098
"CMS-2017-0163-1118-0",230,9,0.0391304347826087
"CMS-2017-0163-0024-0",205,8,0.0390243902439024
"CMS-2017-0163-0226-0",205,8,0.0390243902439024
"CMS-2017-0163-0028-0",154,6,0.038961038961039
"CMS-2017-0163-0757-0",386,15,0.038860103626943
"CMS-2017-0163-0815-0",207,8,0.0386473429951691
"CMS-2017-0163-0471-0",233,9,0.0386266094420601
"CMS-2017-0163-0913-0",259,10,0.0386100386100386
"CMS-2017-0163-0167-0",52,2,0.0384615384615385
"CMS-2017-0163-0185-0",104,4,0.0384615384615385
"CMS-2017-0163-0224-0",130,5,0.0384615384615385
"CMS-2017-0163-0370-0",78,3,0.0384615384615385
"CMS-2017-0163-0533-0",78,3,0.0384615384615385
"CMS-2017-0163-0713-0",156,6,0.0384615384615385
"CMS-2017-0163-0845-0",104,4,0.0384615384615385
"CMS-2017-0163-1073-0",26,1,0.0384615384615385
"CMS-2017-0163-0768-0",391,15,0.0383631713554987
"CMS-2017-0163-1004-0",392,15,0.038265306122449
"CMS-2017-0163-0281-0",419,16,0.0381861575178998
"CMS-2017-0163-0438-0",131,5,0.0381679389312977
"CMS-2017-0163-0328-0",158,6,0.0379746835443038
"CMS-2017-0163-1017-0",372,14,0.0376344086021505
"CMS-2017-0163-0601-0",346,13,0.0375722543352601
"CMS-2017-0163-0697-0",80,3,0.0375
"CMS-2017-0163-0349-0",267,10,0.0374531835205993
"CMS-2017-0163-0439-0",107,4,0.0373831775700935
"CMS-2017-0163-0014-0",54,2,0.037037037037037
"CMS-2017-0163-0027-0",135,5,0.037037037037037
"CMS-2017-0163-0113-0",27,1,0.037037037037037
"CMS-2017-0163-0145-0",27,1,0.037037037037037
"CMS-2017-0163-0500-0",27,1,0.037037037037037
"CMS-2017-0163-0663-0",108,4,0.037037037037037
"CMS-2017-0163-0925-0",27,1,0.037037037037037
"CMS-2017-0163-0284-0",352,13,0.0369318181818182
"CMS-2017-0163-0183-0",136,5,0.0367647058823529
"CMS-2017-0163-0753-0",136,5,0.0367647058823529
"CMS-2017-0163-0617-0",109,4,0.036697247706422
"CMS-2017-0163-0160-0",273,10,0.0366300366300366
"CMS-2017-0163-0168-0",82,3,0.0365853658536585
"CMS-2017-0163-0869-3",4381,160,0.0365213421593244
"CMS-2017-0163-0155-0",55,2,0.0363636363636364
"CMS-2017-0163-0606-0",55,2,0.0363636363636364
"CMS-2017-0163-0643-0",55,2,0.0363636363636364
"CMS-2017-0163-0727-0",110,4,0.0363636363636364
"CMS-2017-0163-0791-0",55,2,0.0363636363636364
"CMS-2017-0163-0852-0",55,2,0.0363636363636364
"CMS-2017-0163-0867-0",55,2,0.0363636363636364
"CMS-2017-0163-1008-0",330,12,0.0363636363636364
"CMS-2017-0163-0437-0",83,3,0.036144578313253
"CMS-2017-0163-0652-0",222,8,0.036036036036036
"CMS-2017-0163-0979-0",335,12,0.0358208955223881
"CMS-2017-0163-0096-0",28,1,0.0357142857142857
"CMS-2017-0163-0136-0",56,2,0.0357142857142857
"CMS-2017-0163-0315-0",56,2,0.0357142857142857
"CMS-2017-0163-0590-0",84,3,0.0357142857142857
"CMS-2017-0163-0723-0",28,1,0.0357142857142857
"CMS-2017-0163-0120-0",85,3,0.0352941176470588
"CMS-2017-0163-0441-0",85,3,0.0352941176470588
"CMS-2017-0163-0269-0",230,8,0.0347826086956522
"CMS-2017-0163-0872-0",346,12,0.0346820809248555
"CMS-2017-0163-0206-0",29,1,0.0344827586206897
"CMS-2017-0163-0234-0",29,1,0.0344827586206897
"CMS-2017-0163-0388-0",87,3,0.0344827586206897
"CMS-2017-0163-0404-0",29,1,0.0344827586206897
"CMS-2017-0163-0803-0",58,2,0.0344827586206897
"CMS-2017-0163-0860-0",58,2,0.0344827586206897
"CMS-2017-0163-0823-0",292,10,0.0342465753424658
"CMS-2017-0163-0200-0",117,4,0.0341880341880342
"CMS-2017-0163-0237-0",205,7,0.0341463414634146
"CMS-2017-0163-0214-0",88,3,0.0340909090909091
"CMS-2017-0163-0706-0",88,3,0.0340909090909091
"CMS-2017-0163-0338-0",59,2,0.0338983050847458
"CMS-2017-0163-0972-0",118,4,0.0338983050847458
"CMS-2017-0163-0141-0",90,3,0.0333333333333333
"CMS-2017-0163-0728-0",150,5,0.0333333333333333
"CMS-2017-0163-0774-0",180,6,0.0333333333333333
"CMS-2017-0163-0932-0",90,3,0.0333333333333333
"CMS-2017-0163-1029-0",211,7,0.033175355450237
"CMS-2017-0163-0329-0",151,5,0.033112582781457
"CMS-2017-0163-0121-0",121,4,0.0330578512396694
