"doc1","doc2","distance"
"2019Advance_ap","CMS-2017-0163-0618-1",0.397697147686253
"2019Advance_ap","CMS-2017-0163-1155-1",0.393590899870867
"2019Advance_ap","CMS-2017-0163-1185-0",0.392920312260146
"2019Advance_ap","CMS-2017-0163-0708-1",0.391245813672026
"2019Advance_ap","CMS-2017-0163-1172-1",0.39121939036826
"2019Advance_ap","CMS-2017-0163-1184-1",0.388577375216478
"2019Advance_ap","CMS-2017-0163-0382-1",0.386987202535158
"2019Advance_ap","CMS-2017-0163-0381-1",0.383898004421986
"2019Advance_ap","CMS-2017-0163-0907-1",0.383817668576333
"2019Advance_ap","CMS-2017-0163-1157-1",0.382740554722243
"2019Advance_ap","CMS-2017-0163-0401-1",0.377131047286586
"2019Advance_ap","CMS-2017-0163-1067-1",0.376719547075964
"2019Advance_ap","CMS-2017-0163-0747-2",0.372484259996901
"2019Advance_ap","CMS-2017-0163-0922-1",0.372482932638442
"2019Advance_ap","CMS-2017-0163-0419-1",0.372049403163649
"2019Advance_ap","CMS-2017-0163-1134-0",0.364333583390112
"2019Advance_ap","CMS-2017-0163-1175-1",0.363980923985271
"2019Advance_ap","CMS-2017-0163-1163-2",0.363851870239202
"2019Advance_ap","CMS-2017-0163-0889-1",0.363630206825575
"2019Advance_ap","CMS-2017-0163-0500-1",0.361076960100399
"2019Advance_ap","CMS-2017-0163-1061-1",0.360751420073483
"2019Advance_ap","CMS-2017-0163-1153-1",0.358879665476639
"2019Advance_ap","CMS-2017-0163-1076-1",0.357922902384053
"2019Advance_ap","CMS-2017-0163-1202-1",0.357869918496683
"2019Advance_ap","CMS-2017-0163-0740-1",0.357538631386621
"2019Advance_ap","CMS-2017-0163-1199-1",0.356811398064865
"2019Advance_ap","CMS-2017-0163-1195-1",0.355156910764616
"2019Advance_ap","CMS-2017-0163-0380-1",0.355027492217012
"2019Advance_ap","CMS-2017-0163-0745-0",0.354436898440952
"2019Advance_ap","CMS-2017-0163-0861-1",0.351577192268975
"2019Advance_ap","CMS-2017-0163-1100-1",0.350635224135873
"2019Advance_ap","CMS-2017-0163-1115-1",0.350146462449526
"2019Advance_ap","CMS-2017-0163-1194-1",0.34964070071672
"2019Advance_ap","CMS-2017-0163-1191-1",0.349619843498321
"2019Advance_ap","CMS-2017-0163-1163-9",0.348821975157419
"2019Advance_ap","CMS-2017-0163-1117-1",0.348117076861377
"2019Advance_ap","CMS-2017-0163-0413-1",0.347473543365459
"2019Advance_ap","CMS-2017-0163-1139-1",0.346200502053677
"2019Advance_ap","CMS-2017-0163-0332-1",0.343325876244496
"2019Advance_ap","CMS-2017-0163-0887-1",0.343075109771581
"2019Advance_ap","CMS-2017-0163-1160-1",0.343024363999351
"2019Advance_ap","CMS-2017-0163-0300-1",0.341496742064044
"2019Advance_ap","CMS-2017-0163-0677-1",0.34066973091377
"2019Advance_ap","CMS-2017-0163-0426-1",0.339045836497392
"2019Advance_ap","CMS-2017-0163-1190-1",0.336471484563218
"2019Advance_ap","CMS-2017-0163-0440-0",0.334260207679564
"2019Advance_ap","CMS-2017-0163-1136-0",0.333251840254338
"2019Advance_ap","CMS-2017-0163-1205-1",0.333040602484783
"2019Advance_ap","CMS-2017-0163-1163-3",0.331289447774032
"2019Advance_ap","CMS-2017-0163-1068-1",0.330532926903905
"2019Advance_ap","CMS-2017-0163-1090-1",0.328946317323187
"2019Advance_ap","CMS-2017-0163-0974-1",0.327610305065095
"2019Advance_ap","CMS-2017-0163-1163-10",0.325456682247433
"2019Advance_ap","CMS-2017-0163-1057-1",0.321890070078948
"2019Advance_ap","CMS-2017-0163-1197-1",0.321568215841807
"2019Advance_ap","CMS-2017-0163-0332-0",0.321325284369339
"2019Advance_ap","CMS-2017-0163-0294-0",0.321289967243764
"2019Advance_ap","CMS-2017-0163-1107-1",0.321225156583722
"2019Advance_ap","CMS-2017-0163-0855-1",0.319213092678616
"2019Advance_ap","CMS-2017-0163-1097-1",0.318787697146815
"2019Advance_ap","CMS-2017-0163-1072-1",0.318388507548139
"2019Advance_ap","CMS-2017-0163-1056-1",0.317401119035311
"2019Advance_ap","CMS-2017-0163-1187-1",0.316528579436327
"2019Advance_ap","CMS-2017-0163-0741-0",0.315578698295696
"2019Advance_ap","CMS-2017-0163-0974-0",0.314472682088485
"2019Advance_ap","CMS-2017-0163-1181-1",0.314095110881777
"2019Advance_ap","CMS-2017-0163-0211-1",0.311919323836067
"2019Advance_ap","CMS-2017-0163-1200-1",0.310326851989193
"2019Advance_ap","CMS-2017-0163-1056-0",0.306500330726178
"2019Advance_ap","CMS-2017-0163-0895-1",0.305088060001595
"2019Advance_ap","CMS-2017-0163-1177-1",0.304012798142884
"2019Advance_ap","CMS-2017-0163-0416-1",0.303927823028034
"2019Advance_ap","CMS-2017-0163-0687-1",0.302626216870045
"2019Advance_ap","CMS-2017-0163-1089-1",0.301556630858547
"2019Advance_ap","CMS-2017-0163-1132-1",0.300464027255505
"2019Advance_ap","CMS-2017-0163-1170-0",0.298567197214271
"2019Advance_ap","CMS-2017-0163-1176-1",0.297693549296681
"2019Advance_ap","CMS-2017-0163-1118-0",0.297277426314221
"2019Advance_ap","CMS-2017-0163-1163-7",0.296334929691125
"2019Advance_ap","CMS-2017-0163-1147-1",0.296042898456608
"2019Advance_ap","CMS-2017-0163-1075-1",0.294405411144905
"2019Advance_ap","CMS-2017-0163-1138-1",0.291504563017098
"2019Advance_ap","CMS-2017-0163-0790-1",0.291331279613778
"2019Advance_ap","CMS-2017-0163-0417-1",0.290762284684997
"2019Advance_ap","CMS-2017-0163-0474-1",0.289027539976311
"2019Advance_ap","CMS-2017-0163-0644-0",0.288665623237884
"2019Advance_ap","CMS-2017-0163-1078-1",0.288272931765019
"2019Advance_ap","CMS-2017-0163-1148-1",0.286012195190286
"2019Advance_ap","CMS-2017-0163-0642-1",0.285118287309565
"2019Advance_ap","CMS-2017-0163-0924-1",0.285118287309565
"2019Advance_ap","CMS-2017-0163-0391-3",0.282203004445167
"2019Advance_ap","CMS-2017-0163-0899-1",0.281205049030513
"2019Advance_ap","CMS-2017-0163-0523-1",0.279139907723307
"2019Advance_ap","CMS-2017-0163-0739-1",0.278468439999171
"2019Advance_ap","CMS-2017-0163-1121-1",0.277923475227677
"2019Advance_ap","CMS-2017-0163-0634-1",0.276433758797871
"2019Advance_ap","CMS-2017-0163-0744-1",0.276012216395352
"2019Advance_ap","CMS-2017-0163-1149-1",0.274610695885293
"2019Advance_ap","CMS-2017-0163-0681-1",0.273876114350828
"2019Advance_ap","CMS-2017-0163-1069-1",0.273543667266784
"2019Advance_ap","CMS-2017-0163-1128-1",0.272877820264599
"2019Advance_ap","CMS-2017-0163-1185-1",0.27255900896655
"2019Advance_ap","CMS-2017-0163-1190-3",0.27255900896655
"2019Advance_ap","CMS-2017-0163-0746-0",0.272332287974711
"2019Advance_ap","CMS-2017-0163-0842-0",0.271399192680424
"2019Advance_ap","CMS-2017-0163-1118-1",0.270817632361965
"2019Advance_ap","CMS-2017-0163-1163-4",0.270039431034105
"2019Advance_ap","CMS-2017-0163-1179-1",0.269919839390842
"2019Advance_ap","CMS-2017-0163-1190-2",0.269919839390842
"2019Advance_ap","CMS-2017-0163-0296-0",0.267902681735298
"2019Advance_ap","CMS-2017-0163-0059-1",0.267621083306241
"2019Advance_ap","CMS-2017-0163-1196-1",0.266742384389058
"2019Advance_ap","CMS-2017-0163-0471-1",0.265265174939835
"2019Advance_ap","CMS-2017-0163-1103-1",0.265162046095237
"2019Advance_ap","CMS-2017-0163-0738-1",0.262354588014141
"2019Advance_ap","CMS-2017-0163-0389-1",0.260677234774436
"2019Advance_ap","CMS-2017-0163-0462-0",0.260252356295091
"2019Advance_ap","CMS-2017-0163-0344-0",0.259360399882014
"2019Advance_ap","CMS-2017-0163-0341-0",0.258995710618698
"2019Advance_ap","CMS-2017-0163-0737-1",0.258639355603382
"2019Advance_ap","CMS-2017-0163-0846-1",0.258282381452063
"2019Advance_ap","CMS-2017-0163-0176-0",0.257167073122059
"2019Advance_ap","CMS-2017-0163-0727-1",0.256639919220972
"2019Advance_ap","CMS-2017-0163-0923-0",0.255727620559892
"2019Advance_ap","CMS-2017-0163-0698-0",0.2554489979484
"2019Advance_ap","CMS-2017-0163-0305-0",0.25513175418642
"2019Advance_ap","CMS-2017-0163-0446-1",0.254886303909476
"2019Advance_ap","CMS-2017-0163-1086-1",0.254586604402268
"2019Advance_ap","CMS-2017-0163-0734-1",0.25429492107608
"2019Advance_ap","CMS-2017-0163-0712-1",0.253693316761388
"2019Advance_ap","CMS-2017-0163-1141-1",0.253654234454091
"2019Advance_ap","CMS-2017-0163-0907-0",0.248629123269564
"2019Advance_ap","CMS-2017-0163-0742-0",0.248627648897547
"2019Advance_ap","CMS-2017-0163-0410-1",0.246899685245041
"2019Advance_ap","CMS-2017-0163-0731-1",0.246631211700291
"2019Advance_ap","CMS-2017-0163-0921-0",0.245643268034576
"2019Advance_ap","CMS-2017-0163-1060-1",0.245020124767202
"2019Advance_ap","CMS-2017-0163-0110-0",0.244920495010649
"2019Advance_ap","CMS-2017-0163-1178-1",0.244911713795563
"2019Advance_ap","CMS-2017-0163-1162-0",0.244103908069335
"2019Advance_ap","CMS-2017-0163-0902-0",0.244024747155507
"2019Advance_ap","CMS-2017-0163-0416-0",0.243850820945585
"2019Advance_ap","CMS-2017-0163-1010-0",0.243613050115205
"2019Advance_ap","CMS-2017-0163-0418-0",0.243316818117287
"2019Advance_ap","CMS-2017-0163-0869-4",0.243068073157078
"2019Advance_ap","CMS-2017-0163-0394-0",0.242594569746951
"2019Advance_ap","CMS-2017-0163-1007-0",0.242558733695113
"2019Advance_ap","CMS-2017-0163-0397-0",0.242520405505015
"2019Advance_ap","CMS-2017-0163-1192-1",0.242480386436722
"2019Advance_ap","CMS-2017-0163-1188-0",0.242462263082021
"2019Advance_ap","CMS-2017-0163-0736-1",0.242251014041191
"2019Advance_ap","CMS-2017-0163-1193-1",0.241344073468943
"2019Advance_ap","CMS-2017-0163-1011-0",0.240913812507397
"2019Advance_ap","CMS-2017-0163-0316-1",0.240145082810554
"2019Advance_ap","CMS-2017-0163-0297-0",0.240040035996625
"2019Advance_ap","CMS-2017-0163-1064-1",0.239410796280771
"2019Advance_ap","CMS-2017-0163-0396-0",0.239263379572521
"2019Advance_ap","CMS-2017-0163-1151-0",0.239166281124265
"2019Advance_ap","CMS-2017-0163-1074-1",0.238824644770986
"2019Advance_ap","CMS-2017-0163-0521-1",0.238671658789722
"2019Advance_ap","CMS-2017-0163-0586-1",0.238113243502965
"2019Advance_ap","CMS-2017-0163-0266-0",0.237015295634944
"2019Advance_ap","CMS-2017-0163-0391-7",0.236961968939503
"2019Advance_ap","CMS-2017-0163-0345-0",0.236577073531571
"2019Advance_ap","CMS-2017-0163-1092-1",0.235965405886864
"2019Advance_ap","CMS-2017-0163-1128-0",0.235732137212013
"2019Advance_ap","CMS-2017-0163-0429-1",0.235608279316153
"2019Advance_ap","CMS-2017-0163-0712-0",0.235280691448216
"2019Advance_ap","CMS-2017-0163-0957-0",0.234969193870385
"2019Advance_ap","CMS-2017-0163-0970-0",0.233567542597398
"2019Advance_ap","CMS-2017-0163-1111-1",0.233476037076254
"2019Advance_ap","CMS-2017-0163-0160-0",0.233367110560899
"2019Advance_ap","CMS-2017-0163-1189-0",0.233045072349453
"2019Advance_ap","CMS-2017-0163-0956-2",0.232515801348164
"2019Advance_ap","CMS-2017-0163-0425-1",0.231639527134867
"2019Advance_ap","CMS-2017-0163-0674-0",0.229468825634581
"2019Advance_ap","CMS-2017-0163-0837-1",0.227307670362537
"2019Advance_ap","CMS-2017-0163-0404-1",0.226863424552167
"2019Advance_ap","CMS-2017-0163-0171-0",0.226049543231219
"2019Advance_ap","CMS-2017-0163-0905-1",0.225757671144044
"2019Advance_ap","CMS-2017-0163-0854-0",0.225556310922597
"2019Advance_ap","CMS-2017-0163-0947-0",0.22545789829801
"2019Advance_ap","CMS-2017-0163-0929-1",0.224965548375139
"2019Advance_ap","CMS-2017-0163-0901-0",0.224963129341899
"2019Advance_ap","CMS-2017-0163-0937-1",0.224080490781389
"2019Advance_ap","CMS-2017-0163-0193-0",0.223990707059442
"2019Advance_ap","CMS-2017-0163-0827-1",0.223877808712368
"2019Advance_ap","CMS-2017-0163-0962-0",0.22312283534094
"2019Advance_ap","CMS-2017-0163-0802-0",0.222395084162545
"2019Advance_ap","CMS-2017-0163-0956-1",0.222333620626605
"2019Advance_ap","CMS-2017-0163-0398-1",0.22189675543089
"2019Advance_ap","CMS-2017-0163-0139-0",0.221283246459401
"2019Advance_ap","CMS-2017-0163-0680-0",0.221058730804317
"2019Advance_ap","CMS-2017-0163-0412-0",0.220891860882272
"2019Advance_ap","CMS-2017-0163-1114-0",0.220269109398594
"2019Advance_ap","CMS-2017-0163-0321-0",0.220093398028781
"2019Advance_ap","CMS-2017-0163-1163-6",0.220017443125024
"2019Advance_ap","CMS-2017-0163-0101-1",0.217793016709213
"2019Advance_ap","CMS-2017-0163-0470-0",0.217592807239374
"2019Advance_ap","CMS-2017-0163-1092-0",0.217499360272879
"2019Advance_ap","CMS-2017-0163-0101-0",0.217369501363029
"2019Advance_ap","CMS-2017-0163-1122-1",0.216965155902583
"2019Advance_ap","CMS-2017-0163-1154-0",0.215864768661326
"2019Advance_ap","CMS-2017-0163-0625-0",0.214896869063856
"2019Advance_ap","CMS-2017-0163-0776-1",0.214070792573232
"2019Advance_ap","CMS-2017-0163-0412-1",0.21393362239648
"2019Advance_ap","CMS-2017-0163-0869-3",0.213872012732298
"2019Advance_ap","CMS-2017-0163-0676-0",0.212967106638707
"2019Advance_ap","CMS-2017-0163-0295-0",0.212912069266903
"2019Advance_ap","CMS-2017-0163-0517-1",0.212569162574368
"2019Advance_ap","CMS-2017-0163-0520-1",0.211546404708251
"2019Advance_ap","CMS-2017-0163-0646-0",0.210654829112421
"2019Advance_ap","CMS-2017-0163-0251-0",0.20990640561965
"2019Advance_ap","CMS-2017-0163-0183-0",0.209596423497055
"2019Advance_ap","CMS-2017-0163-0391-5",0.207622632372983
"2019Advance_ap","CMS-2017-0163-0308-0",0.207456242765495
"2019Advance_ap","CMS-2017-0163-1012-1",0.207191072810602
"2019Advance_ap","CMS-2017-0163-0391-4",0.206842922530143
"2019Advance_ap","CMS-2017-0163-1030-1",0.205746504345367
"2019Advance_ap","CMS-2017-0163-0654-1",0.204780831055867
"2019Advance_ap","CMS-2017-0163-0065-0",0.204510919256072
"2019Advance_ap","CMS-2017-0163-0862-0",0.203900179275943
"2019Advance_ap","CMS-2017-0163-1036-0",0.201406404916447
"2019Advance_ap","CMS-2017-0163-0459-0",0.201076919643135
"2019Advance_ap","CMS-2017-0163-0087-0",0.200933910049973
"2019Advance_ap","CMS-2017-0163-0759-1",0.200793647259997
"2019Advance_ap","CMS-2017-0163-0752-0",0.200435787063777
"2019Advance_ap","CMS-2017-0163-0518-1",0.199020255000341
"2019Advance_ap","CMS-2017-0163-0886-0",0.197959770210163
"2019Advance_ap","CMS-2017-0163-0501-0",0.197923413357836
"2019Advance_ap","CMS-2017-0163-0362-0",0.197675029779934
"2019Advance_ap","CMS-2017-0163-0787-0",0.197320840041173
"2019Advance_ap","CMS-2017-0163-0927-1",0.196499066361547
"2019Advance_ap","CMS-2017-0163-0673-1",0.196167532169732
"2019Advance_ap","CMS-2017-0163-0903-0",0.195898737646607
"2019Advance_ap","CMS-2017-0163-0067-0",0.195820682375265
"2019Advance_ap","CMS-2017-0163-0409-0",0.195225402522397
"2019Advance_ap","CMS-2017-0163-1005-0",0.194994860929979
"2019Advance_ap","CMS-2017-0163-1204-0",0.194325818299521
"2019Advance_ap","CMS-2017-0163-1048-0",0.194297645921506
"2019Advance_ap","CMS-2017-0163-0799-0",0.193555631570394
"2019Advance_ap","CMS-2017-0163-0727-0",0.193199256190679
"2019Advance_ap","CMS-2017-0163-0965-0",0.19308866840231
"2019Advance_ap","CMS-2017-0163-0933-1",0.192100831755585
"2019Advance_ap","CMS-2017-0163-0541-0",0.1920267702586
"2019Advance_ap","CMS-2017-0163-0391-0",0.191623247422542
"2019Advance_ap","CMS-2017-0163-0852-0",0.191286372929543
"2019Advance_ap","CMS-2017-0163-0245-0",0.191031249300119
"2019Advance_ap","CMS-2017-0163-0917-1",0.190343442899239
"2019Advance_ap","CMS-2017-0163-0540-0",0.189529209243437
"2019Advance_ap","CMS-2017-0163-1201-1",0.189248439314778
"2019Advance_ap","CMS-2017-0163-0954-0",0.188571468922194
"2019Advance_ap","CMS-2017-0163-0276-0",0.18853909519084
"2019Advance_ap","CMS-2017-0163-0941-1",0.188291053302671
"2019Advance_ap","CMS-2017-0163-0264-0",0.187414533160614
"2019Advance_ap","CMS-2017-0163-0587-0",0.187394632833568
"2019Advance_ap","CMS-2017-0163-0450-0",0.187361178605776
"2019Advance_ap","CMS-2017-0163-1156-0",0.187336214880994
"2019Advance_ap","CMS-2017-0163-0598-0",0.187312680274778
"2019Advance_ap","CMS-2017-0163-0391-2",0.187041855385561
"2019Advance_ap","CMS-2017-0163-0913-0",0.186984377912651
"2019Advance_ap","CMS-2017-0163-0150-0",0.186729194216992
"2019Advance_ap","CMS-2017-0163-0987-0",0.185832339294928
"2019Advance_ap","CMS-2017-0163-0934-1",0.185675276980692
"2019Advance_ap","CMS-2017-0163-1004-0",0.185231542330667
"2019Advance_ap","CMS-2017-0163-0955-0",0.185171449778017
"2019Advance_ap","CMS-2017-0163-0311-0",0.184954640790106
"2019Advance_ap","CMS-2017-0163-0400-0",0.184334359759421
"2019Advance_ap","CMS-2017-0163-0805-0",0.183867034343288
"2019Advance_ap","CMS-2017-0163-0500-0",0.183280256770158
"2019Advance_ap","CMS-2017-0163-0618-0",0.183049887108028
"2019Advance_ap","CMS-2017-0163-0984-0",0.182945380686108
"2019Advance_ap","CMS-2017-0163-0939-1",0.182796885308654
"2019Advance_ap","CMS-2017-0163-0806-0",0.1825777309209
"2019Advance_ap","CMS-2017-0163-1189-1",0.182540830498661
"2019Advance_ap","CMS-2017-0163-0011-0",0.182462993632034
"2019Advance_ap","CMS-2017-0163-0591-0",0.182109755324532
"2019Advance_ap","CMS-2017-0163-0013-0",0.182068416912442
"2019Advance_ap","CMS-2017-0163-1040-1",0.181544300331965
"2019Advance_ap","CMS-2017-0163-0525-0",0.18137112926832
"2019Advance_ap","CMS-2017-0163-0411-0",0.181297082672438
"2019Advance_ap","CMS-2017-0163-1091-1",0.181196044943367
"2019Advance_ap","CMS-2017-0163-0981-1",0.180505880847093
"2019Advance_ap","CMS-2017-0163-0594-1",0.180463787580759
"2019Advance_ap","CMS-2017-0163-0301-0",0.180037557237348
"2019Advance_ap","CMS-2017-0163-1203-0",0.179119355998308
"2019Advance_ap","CMS-2017-0163-0004-0",0.178974193530243
"2019Advance_ap","CMS-2017-0163-0094-3",0.178652882863416
"2019Advance_ap","CMS-2017-0163-1011-4",0.178652882863416
"2019Advance_ap","CMS-2017-0163-0166-0",0.178122717081035
"2019Advance_ap","CMS-2017-0163-0189-0",0.177675879322593
"2019Advance_ap","CMS-2017-0163-1095-2",0.177618309877996
"2019Advance_ap","CMS-2017-0163-0879-0",0.17740296859208
"2019Advance_ap","CMS-2017-0163-0304-1",0.1772991167395
"2019Advance_ap","CMS-2017-0163-0575-0",0.176846029378329
"2019Advance_ap","CMS-2017-0163-0595-0",0.176802964397823
"2019Advance_ap","CMS-2017-0163-1165-0",0.176463050721264
"2019Advance_ap","CMS-2017-0163-0890-0",0.175818530692235
"2019Advance_ap","CMS-2017-0163-0849-0",0.175612112191696
"2019Advance_ap","CMS-2017-0163-0355-1",0.175465015031592
"2019Advance_ap","CMS-2017-0163-0063-0",0.175137537919679
"2019Advance_ap","CMS-2017-0163-0209-0",0.174817942070052
"2019Advance_ap","CMS-2017-0163-0085-0",0.174671557123779
"2019Advance_ap","CMS-2017-0163-0523-0",0.174567322679941
"2019Advance_ap","CMS-2017-0163-0401-0",0.174495431982506
"2019Advance_ap","CMS-2017-0163-0156-0",0.173976077816111
"2019Advance_ap","CMS-2017-0163-0050-0",0.173340044288768
"2019Advance_ap","CMS-2017-0163-0510-1",0.173284873616497
"2019Advance_ap","CMS-2017-0163-0635-0",0.172247333056353
"2019Advance_ap","CMS-2017-0163-0940-1",0.172209069898204
"2019Advance_ap","CMS-2017-0163-0054-0",0.171847957168319
"2019Advance_ap","CMS-2017-0163-0038-0",0.171541239795216
"2019Advance_ap","CMS-2017-0163-1037-0",0.171451490734961
"2019Advance_ap","CMS-2017-0163-0322-0",0.171219878534061
"2019Advance_ap","CMS-2017-0163-0729-0",0.170839159589827
"2019Advance_ap","CMS-2017-0163-1189-2",0.170736654862646
"2019Advance_ap","CMS-2017-0163-0003-0",0.170516498425693
"2019Advance_ap","CMS-2017-0163-0232-0",0.169641041227872
"2019Advance_ap","CMS-2017-0163-0290-0",0.169406991667075
"2019Advance_ap","CMS-2017-0163-0721-0",0.169134594945985
"2019Advance_ap","CMS-2017-0163-0601-0",0.169123416188883
"2019Advance_ap","CMS-2017-0163-0904-0",0.168986214076038
"2019Advance_ap","CMS-2017-0163-0835-0",0.168822189429731
"2019Advance_ap","CMS-2017-0163-0048-0",0.168777546360938
"2019Advance_ap","CMS-2017-0163-0062-0",0.168639004344132
"2019Advance_ap","CMS-2017-0163-0046-0",0.168605822210255
"2019Advance_ap","CMS-2017-0163-0263-0",0.168406029869069
"2019Advance_ap","CMS-2017-0163-0342-0",0.167943187665895
"2019Advance_ap","CMS-2017-0163-1163-1",0.167922566580944
"2019Advance_ap","CMS-2017-0163-0119-0",0.167880119076624
"2019Advance_ap","CMS-2017-0163-1198-3",0.167773913164439
"2019Advance_ap","CMS-2017-0163-0448-0",0.167768419645088
