"Document.ID","Section A.  MA Benchmark  Quality Bonus Payments and Rebate","Section A.  MA Growth Percentage","Section A.  Update of the RxHCC Model","Section B.  Calculation of Fee for Service Cost","Section B.  Encounter Data as a Diagnosis Source for 2019","Section B.  FFS Growth Percentage","Section C.  IME Phase Out","Section C.  Part D Risk Sharing","Section D.  ESRD Rates","Section D.  Medicare Part D Benefit Parameters  Annual Adjustments for Defined Standard Benefit in 2019","Section D.  Retiree Drug Subsidy Amounts","Section E.  Clinical Trials","Section E.  Estimated Total Covered Part D Spending at Out of Pocket Threshold for Applicable Beneficiaries","Section E.  Reduced Coinsurance for Applicable Beneficiaries in the Coverage Gap","Section F.  Dispensing Fees and Vaccine Administration Fees for Applicable Drugs in the Coverage Gap","Section F.  Location of Network Areas for PFFS Plans in Plan Year 2020","Section G.  MA Employer Group Waiver Plans","Section G.  Part D Calendar Year Employer Group Waiver Plans Prospective Reinsurance Payment Amount","Section H.  CMS HCC Risk Adjustment Model for CY 2019","Section H.  Enhanced Medication Therapy Management (MTM) Model","Section I Annual Calendar","Section I Audit of the Sponsoring Organization s Compliance Program Effectiveness","Section I Enforcement Actions for Provider Directories","Section I Incomplete and Inaccurate Bid Submissions","Section I Innovations in Health Plan Design","Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","Section I Plan Corrections","Section I Plan Finder Civil Money Penalty (CMP) Icon or Other Type of Notice","Section I Star Ratings   Categorical Adjustment Index","Section I Star Ratings   Disaster Implications","Section I Star Ratings   Display Measures","Section I Star Ratings   Future","Section I Star Ratings   General","Section I Star Ratings   Integrity and Completeness","Section I Star Ratings   Measure Changes","Section I Validation Audits","Section I.  ESRD Risk Adjustment Model for CY 2019","Section II Cost Plan Competition Requirements","Section II Cost Plan Transition to MA under MACRA","Section II Coverage of Supervised Exercise Therapy (SET) for Symptomatic Peripheral Artery Disease (PAD)","Section II Employer Group Waiver Plans","Section II Encounter Data Listening Forums  Monitoring and Compliance Activities","Section II Enhanced Disease Management (EDM) for Dual Eligible Special Needs Plans (D SNPs) and Institutional Special Needs Plans (I SNPs)","Section II Health Related Supplemental Benefits","Section II Improving Beneficiary Communications and Reducing Burden for Integrated D SNPs","Section II Maximum Out of Pocket (MOOP) Limits","Section II Meaningful Difference (Substantially Duplicative Plan Offerings)","Section II Medicare Advantage (MA) Segmented Service Area Options","Section II Medicare Advantage (MA) Uniformity Flexibility","Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","Section II Outpatient Observation Services","Section II Overview of CY 2019 Benefits and Bid Review","Section II Part C Cost Sharing Standards","Section II Part C Optional Supplemental Benefits","Section II Parts A and B Cost sharing for Individuals Enrolled in the Qualified Medicare Beneficiary (QMB) Program","Section II Per Member Per Month (PMPM) Actuarial Equivalent (AE) Cost Sharing Limits","Section II Plans with Low Enrollment","Section II Rewards and Incentives for Completion of a Health Risk Assessment (HRA)","Section II Special Needs Plan (SNP) Legislative Sunset Provision","Section II Special Needs Plan (SNP) Specific Networks Research and Development","Section II Tiered Cost Sharing of Medical Benefits","Section II Total Beneficiary Cost (TBC)","Section II Transparency   Timeliness with Prior Authorization Processes","Section III Benefit Review","Section III Coordination of Benefits (COB) User Fee","Section III CY 2019 Formulary Submission Window","Section III Expanding the Part D OTC Program","Section III Improving Access to Part D Vaccines","Section III Improving Drug Utilization Review Controls in Medicare Part D","Section III LIS Enrollee Cost sharing for Out of Network Part D Drugs","Section III Low Enrollment Plans (Stand alone PDPs only)","Section III Medication Therapy Management (MTM) Annual Cost Threshold","Section III Part D Benefit Parameters for Non Defined Standard Plans","Section III Part D Mail Order Refill Consent Policy  Solicitation for Comments","Section III Specialty Tiers","Section III Tier Composition","Section III Timely Updates to LIS Status Based on Best Available Evidence","Section III Using the Best Available Information when making B vs D Coverage Determinations for Immunosuppressants and Inhalation Durable Medical Equipment (DME) Supply Drugs","Section IV   Medicare Medicaid Plans","Section J.  Frailty Adjustment for PACE organizations and FIDE SNPs","Section K.  Medicare Advantage Coding Pattern Adjustment","Section L.  Normalization Factors","Section M.  Medical Loss Ratio Credibility Adjustment","Section N.  Encounter Data as a Diagnosis Source for 2019","Section O.  Quality Payment Program","Section RS Advanced Notice Part I Risk Model"
"CMS-2017-0163-0215-0-1",0,0,0.00143016331278974,0,0.00100644290509081,0,0.00148431402067566,0.00159172467182258,0.00125937331388788,0,0.00168056237441008,0.00202043740687868,0.00118022824721316,0.00168727648718982,0.00137230751904603,0.00102052687423537,0,0,0,0.00155854453226028,0.00174456977774557,0,0,0,0,0,0.00108086618777696,0.00103591595473058,0,0.0769052712375666,0,0,0,0,0,0,0,0,0,0,0,0.00137352933050169,0.00158388780468127,0,0,0.00193192551130146,0,0,0.00139614673022143,0,0,0.00219612181655449,0,0.00143725438025412,0,0.00142406740860504,0.00137614562082678,0.00125256111784692,0,0.00108522595866859,0.00108332930200926,0.00151350541329322,0,0,0.36214757615516,0,0,0,0.793759851687697,0,0.00137614562082678,0.00168056237441008,0.00116591654900496,0,0.00111963401629445,0.00142406740860505,0,0,0.00106809773424455,0.0010852259586686,0,0,0.00150113926111706,0,0,0.0826691236113473
"CMS-2017-0163-0216-0-1",0,0,0,0,0,0,0.0919399656975224,0.220922040024235,0.0918807824769929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0882482854001303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00111627431969334,0,0,0,0.6001884650214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CMS-2017-0163-0217-0-1",0,0,0.00128291777858289,0,0,0,0.0013285566857196,0.00142469613917149,0.00112722025978102,0,0.00150753646724606,0.00181241893608794,0.0010568806025033,0.00151093637572357,0.0012310186522914,0,0,0,0,0.00139565841452526,0.00156495385095723,0,0,0,0,0,0,0,0,0,0,0.415042191903958,0,0.136134593495009,0,0,0.122728095534821,0,0,0,0,0.00123211466952557,0.00141768163813556,0,0,0.00173001671769597,0,0,0.00124964127997451,0,0,0.00196660142148892,0,0.00128704450087538,0,0.00127744949130042,0.00123232232096287,0.00112165384282924,0,0,0,0.00135532640984524,0,0,0.00327610485416723,0,0,0,0.247579676215481,0,0.00123232232096287,0.00150753646724606,0.00104587710766027,0,0.00100435969246639,0.00127744949130042,0,0,0,0,0,0,0.00134658624577574,0,0,0.192314666448772
"CMS-2017-0163-0218-0-1",0,0,0,0,0,0,0,0,0,0.0272665228927647,0,0.122152301516633,0,0,0,0,0,0,0,0,0,0,0.0631931008504573,0,0,0,0,0,0,0,0.0828248633577073,0.117428176057464,0,0.0664018703452389,0.0454055782316306,0,0.0422224008110355,0,0,0,0,0,0,0,0,0,0,0,0.0566866596035846,0,0,0,0,0,0.0631931008504573,0,0.35144826580331,0,0,0.0333732085700553,0,0,0,0,0,0,0.0347673753113036,0,0.367716901882541,0,0.35144826580331,0,0,0,0,0,0,0,0.062040492505126,0.0333732085700553,0,0,0,0,0,0.0503210576107785
"CMS-2017-0163-0219-0-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0626082319004672,0,0.163573472247475,0,0,0,0,0.0182399216452626,0,0.0606398246911794,0.0220844261302197,0,0,0,0,0,0,0,0.313509943602319,0,0,0,0,0,0.0153412716183861,0,0.0631044722363091,0.01946209579026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.613328141319734,0.0631044722363091,0,0,0,0,0,0,0,0,0.0432816251204149,0,0,0,0,0,0,0.0767572966924522
"CMS-2017-0163-0220-0-1",0,0,0,0,0,0,0,0,0,0.0196014551069063,0,0.052492181623222,0,0,0,0.0133619986117221,0.00642065857677953,0,0,0,0,0,0.0242563963166558,0,0,0.0106700725244902,0,0,0,0.0281594808362908,0,0.0549550220622328,0.014668749219516,0.00860956741086201,0.0613652886902892,0.0217961732231923,0,0.0133561648772298,0.0133561648772298,0.037451112613237,0,0,0,0.0968763145129726,0.0313222081075646,0.0373480970418371,0,0.0968763145129726,0.116409057457051,0.0968763145129726,0,0,0,0,0.0242563963166558,0,0,0.0764239040761312,0,0,0,0,0,0,0,0,0,0,0.595764698616552,0,0,0,0,0.0532502219081883,0,0,0,0.0106677474474249,0,0,0,0,0,0,0,0
"CMS-2017-0163-0221-0-1",0.136679628986625,0,0,0,0,0,0.05635589762081,0,0.0563266756749054,0.016990005779223,0,0,0,0,0,0,0,0,0,0.16882770275174,0,0,0.0573188485582392,0,0,0,0,0,0,0,0,0.106471377555391,0,0.0705129730367298,0,0.0233027819428486,0,0,0,0.0410154463958854,0,0.0240089577821874,0.081436945261854,0,0,0,0,0,0.0553160646434709,0,0,0,0,0,0.0573188485582392,0,0,0.0905861385933504,0,0.071731134457501,0,0,0,0,0,0.0319388566129084,0,0.0197643248548452,0.388944522530362,0,0,0,0,0,0,0,0,0,0,0.071731134457501,0,0.0347909137716075,0,0,0,0.0860056294051355
"CMS-2017-0163-0222-0-1",0,0,0,0.032970860027146,0,0,0.0474853944822673,0,0.0474569335578655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0553946211542745,0.0117038591371596,0.101449987749438,0,0.0135144073469279,0,0.0115104747878268,0,0,0,0,0,0,0,0.0728332248788222,0.0149721998366687,0,0,0.0728332248788222,0.071317455906063,0.0728332248788222,0,0,0,0,0,0,0,0,0,0.182807605615184,0,0,0,0,0,0,0,0.0377443795972016,0.430533702789566,0,0,0,0,0,0,0,0,0,0,0.182807605615184,0,0.0151468468115892,0,0,0,0.129466548888502
"CMS-2017-0163-0223-0-1",0.00121761228769032,0,0.00238161654211834,0.00102744564684669,0.00167600514572444,0,0.00249076776566531,0.00267100926701833,0.00211330379655323,0.00157722873110101,0.00279860007256782,0.00336458578366896,0.00197726100967614,0.0028267295063827,0.00228527068133091,0.00170970996713301,0.00152015632480408,0.00148425912636763,0.00106977247992927,0.00261106217611615,0.00290519006074495,0.00110826703341387,0.00156405878910986,0.0015034432456359,0.00111204190440191,0,0.00179994044708412,0.00173832897354622,0.259949548207621,0,0,0.00123159303622598,0,0.126517426914983,0,0,0.00143410151814175,0.00152163891158973,0.00152163891158974,0.00163452604525676,0.00130403080215977,0.00228730533454028,0.00265785853490406,0.11558085569432,0,0.00323659512142238,0,0.11558085569432,0.114492756510367,0.11558085569432,0.0013133149219281,0.00367920870443972,0,0.00240786225357088,0.00156405878910987,0.00237146517960221,0.00230548547378216,0.00209844177717577,0.00112157543347224,0.00180720066861444,0.00181492418484345,0.0025356072003062,0.00154493811637861,0.00112157543347233,0.63829333144707,0,0.00105518498203862,0.00111156860978546,0.484358811011268,0.00131331492192809,0.00230548547378216,0.00279860007256782,0.00194157276655597,0,0.00186449957880963,0.00237146517960221,0.00126054699549581,0,0.00178940642153926,0.00180720066861445,0.00119746611624624,0.00107158716735086,0.00249981108054431,0.00106977247992927,0.00163294896098338,0.00174041537793346
"CMS-2017-0163-0224-0-1",0.0450653331261076,0,0,0,0,0,0,0,0,0,0.355232016035237,0,0,0,0,0,0.0161639240870847,0.016172346824901,0,0,0,0,0,0,0,0,0,0,0.411759519174602,0,0.0292798919351314,0.0346548523214399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0848646211663451,0,0,0,0,0,0,0,0.0498522485403941,0,0,0,0,0,0,0,0,0,0.310413276951608,0.0848646211663451,0,0.355232016035237,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CMS-2017-0163-0225-0-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161821549669733,0,0,0.0447024900774443,0,0,0.0690454446448589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137820371715456,0.0674599994649973,0,0,0,0.0944973467017595,0,0.52938137455824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909691954280617
"CMS-2017-0163-0226-0-1",0.0550680562077184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194177886006282,0,0,0.145703258452883,0.0311724904796184,0,0,0,0,0.135616795043367,0,0,0.0622178168856163,0,0,0.0166127216725229,0,0,0,0,0,0.0010372217080625,0,0,0.0678391777794482,0,0,0,0.0678391777794482,0.196796929279893,0.0678391777794482,0,0,0,0,0.145703258452883,0,0,0,0,0.114416740678967,0,0,0,0,0,0,0,0.0827048102350304,0.303158792287922,0,0,0,0,0.0814653426119757,0,0,0,0,0,0.114416740678967,0,0.0211117408714248,0,0,0,0.108393783029066
"CMS-2017-0163-0227-0-1",0,0,0,0.0436706961713756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185214810437003,0,0,0,0,0,0.042548945100488,0.0385786686920993,0,0.306044208854092,0,0,0,0,0,0,0,0,0,0.0553333811639303,0,0,0,0,0,0,0.166087036878246,0,0.0584481676131418,0,0,0,0.185214810437003,0,0,0,0,0.134694878064288,0,0,0,0,0.00145731627353016,0,0,0.157403999780876,0.0829275397057049,0.0584481676131418,0,0,0,0,0,0,0,0,0,0.134694878064288,0,0,0,0,0,0.142960596418251
"CMS-2017-0163-0228-0-1",0,0,0.00151706271651606,0,0.00106759626258142,0,0.00157623680533996,0.00169029934147785,0.0013373656391856,0,0.00178267649449352,0.00214320297103071,0.00125302391354058,0.00179134654012544,0.0014556914962938,0.00108347226974717,0,0,0,0.00165467448677947,0.0018505731076376,0,0,0,0,0,0.00114654164343004,0.00110006968359832,0,0,0,0,0,0,0,0,0,0,0,0.00103582694039325,0,0.00145698754730378,0.00168197714128666,0,0,0.00205108534773332,0,0,0.00148260936107598,0,0.135240590423155,0.00233157709933544,0,0.00152590324164149,0,0.00151059641376634,0.0014610253359736,0.00132981822587227,0,0.359189224313107,0.00115014830806002,0.00160685738594008,0,0,0.00388410735878308,0.170658283392525,0,0.231792544742111,0.109803212885403,0.135240590423154,0.00146102533597359,0.00178267649449352,0.00123675982403321,0,0.00118766507787856,0.00151059641376641,0,0,0.582565675069704,0.359189224313107,0,0,0.00159235129650817,0,0.00103482751528014,0.00110293081053661
"CMS-2017-0163-0229-0-1",0.00359834394428853,0.0026643424770538,0.00699666959497039,0.00303635472374339,0.00492373731737427,0.0026643424770538,0.00737260250560983,0.00790611227830247,0.00625531977744278,0.004682970307655,0.00822167619763126,0.00988441868619567,0.00584329285469223,0.00835368130255049,0.00671362648418774,0.00505261368410875,0.00449243602502322,0.00436042936251924,0.0031427580601201,0.00771633126946429,0.00853481431882628,0.00329196152542608,0.0046295700090821,0.00444304476326999,0.00328635748255325,0.00228415010781514,0.00528783218295487,0.00514540485171158,0.00268081369145982,0.00236840514575427,0.00279798049282132,0.00365673887752101,0.00280987344040237,0.00270238706455058,0.0029220818664398,0.00207009188930631,0.00423812289467713,0.00449681743381481,0.0044968174338148,0.00483042669344977,0.00385373192070722,0.00671960385123877,0.00786718648125599,0.00246878407942769,0.00290994016551186,0.00956493505611417,0.0028842836668662,0.0024687840794277,0.00693467469689754,0.00246878407942769,0.00389938038961301,0.0108729671137829,0.00234017721999193,0.0071158254942165,0.00462957000908209,0.00696684710750938,0.00681327691671544,0.00620141184322818,0.00329494383124412,0.0053091611292129,0.0053635475889148,0.00749334324772941,0.00456567231751331,0.0032949438312442,0.0181129637919729,0.00281535204736696,0.00311833128542539,0.00328495878049167,0.00302280381829444,0.00389938038961301,0.00681327691671543,0.00822167619763124,0.00570391702524159,0.884258745149631,0.00547749282144721,0.00696684710750938,0.0037252265713725,0.00206544918888631,0.00528813631885309,0.00530916112921291,0.00351789409351996,0.00314808921569544,0.00734389935201642,0.0031427580601201,0.00482576602132767,0.00514335572911561
"CMS-2017-0163-0230-0-1",0.203191027239124,0,0.00121999814062251,0.080040298981574,0,0,0.00126199986158313,0.00135332300816246,0.00107074980473774,0,0.00143360059207576,0.00172353035320698,0.00100417279584419,0.00143558430456506,0.0011706443639172,0,0,0,0,0.445459923448319,0.0014882019878444,0,0,0,0,0,0,0,0,0,0,0.298616233795633,0,0,0,0,0,0,0,0,0,0.00117168662789554,0.00134665991321774,0,0,0.00164373886714466,0,0,0.00118703788803877,0,0,0.00186852482962612,0,0.00122285816558533,0,0.00121479804095264,0.00117086504141664,0.001065715722907,0,0,0,0.143152301924461,0,0,0.00311272187520108,0,0,0.135809048899896,0.294638107625668,0,0.00117086504141664,0.00143360059207576,0,0,0,0.00121479804095268,0,0,0,0,0,0,0.00128054404067036,0,0,0
"CMS-2017-0163-0231-0-1",0,0,0,0.0568443513123194,0,0,0,0,0,0,0,0.0011538045975679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174314653057514,0,0.101308764486655,0,0,0,0,0,0,0,0,0,0,0.101288905784002,0.00109074643541593,0,0,0,0,0,0.00123990911095338,0,0,0,0,0,0,0,0.348204833176656,0,0,0.229468730627335,0,0.00206552899470839,0,0,0,0.425394617377379,0,0,0,0,0,0,0,0,0,0,0.348204833176656,0,0,0,0,0,0
"CMS-2017-0163-0232-0-1",0,0,0,0,0,0,0,0.263840388288679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0390977794046823,0,0,0,0,0,0.111716805343879,0.0340006787544791,0,0.147998905432717,0,0,0.098701506407274,0,0,0,0,0,0,0,0,0,0.0165769800051388,0,0,0,0.0350945443135727,0,0,0,0,0,0.0390977794046823,0,0.0414991161192269,0,0,0,0,0.0752055999615723,0,0,0,0,0,0,0.425196901463492,0,0.0414991161192269,0,0,0,0,0,0,0,0.0448968190014042,0,0,0,0,0,0,0.108835633264062
"CMS-2017-0163-0233-0-1",0,0,0,0,0,0,0,0,0,0,0.195294986436373,0,0,0,0,0,0,0,0,0,0,0,0,0.150108329262353,0.10145522871108,0,0,0,0,0,0,0.0876166782139369,0,0,0,0,0,0,0,0,0.00461243973346467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00123833507306562,0,0,0,0.675253332787406,0,0,0.195294986436373,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0956559218596751
"CMS-2017-0163-0234-0-1",0,0,0.00121999814062254,0,0,0,0.0012619998615831,0.00135332300816247,0.00107074980473775,0,0.00143360059207574,0.00172353035320697,0.00100417279584418,0.00143558430456506,0.00117064436391721,0,0,0,0,0.00132605538301844,0.0014882019878444,0,0,0,0,0,0,0,0.305363662729254,0,0,0,0,0,0,0,0,0,0,0,0,0.00117168662789554,0.00134665991321772,0.260203776655417,0,0.00164373886714465,0,0.260203776655417,0.255090375962997,0.260203776655417,0,0.00186852482962612,0,0.00122285816558533,0,0.00121479804095262,0.00117086504141664,0.001065715722907,0,0,0,0.00128773478009923,0,0,0.00311272187520113,0,0,0,0.418170115838907,0,0.00117086504141664,0.00143360059207575,0,0,0,0.00121479804095263,0,0,0,0,0,0,0.00128054404067036,0,0,0.143126680348119
"CMS-2017-0163-0235-1-1",0,0,0,0,0,0,0,0.151601389519741,0,0.0128077365826779,0,0,0,0,0,0.0250738901083833,0,0,0,0.0819457047652881,0,0,0.0444046604684724,0,0,0,0,0,0.0582906463767131,0.0418071276096502,0,0.0564711548296561,0,0,0.0448758267419298,0,0.0273794642996091,0.0250617636014917,0.0250617636014917,0,0,0,0,0.100918724966309,0,0,0,0.100918724966309,0.138407732575918,0.100918724966309,0,0.0605948972899305,0.0266861019272178,0,0.0444046604684724,0,0,0.360190072923934,0,0,0,0.0291255398450857,0,0,0,0,0,0,0.366591701938387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0924731368251447
"CMS-2017-0163-0236-0-1",0.00170344081544436,0.00126555431881765,0.00332339610973988,0.00143739749358905,0.0023387597804684,0.00126555431881765,0.00348698864502086,0.00373932050720538,0.00295855215554078,0.00221100778534259,0.00390527040327716,0.00469506786948414,0.00276619014173895,0.00395459742322999,0.00318895151999679,0.00239188596405427,0.00212670022773769,0.00207119026895436,0.00149280022003105,0.00365287861121732,0.00405401002856116,0.00155388679790041,0.00218962815921715,0.00210331861316741,0.00155574774301598,0.00108130700747206,0.00251170369948902,0.00243360038443702,0.00126908587153904,0.0011182138412341,0.00132103264518928,0.233477389920813,0.0013301822112396,0.001279298615184,0.00138330120589616,0,0.00200630946664259,0.00212877436814238,0.00212877436814239,0.00228670358171142,0.00182434040412758,0.00319179075059553,0.00372090993750543,0.00116871194930972,0.00137755337599164,0.00452799983101136,0.00137002569404448,0.00116871194930973,0.0032798637803402,0.00116871194930973,0.0018410452838775,0.00514721667893922,0.00110783000558762,0.00336860171514939,0.00218962815921717,0.00330923052174616,0.00322537649722993,0.00293572215738356,0.00156508798392299,0.00252183488205473,0.00253908076048078,0.00354731702414853,0.00216136997908194,0.00156508798392308,0.00857460050779319,0.00132923441454093,0.00147620485142947,0.00155508560337141,0.743797523972659,0.00184104528387749,0.00322537649722993,0.00390527040327716,0.00270934269435747,0.0010237675436696,0.00260179190782587,0.00330923052174616,0.00176350651485828,0,0.00250338138394632,0.00252183488205474,0.00167098865913082,0.00149533250220604,0.00348832915511082,0.00149280022003105,0.00228449723922635,0.0024348428646549
"CMS-2017-0163-0237-0-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168105275970252,0,0,0.274172589828951,0,0,0,0,0.0517406659014122,0.0857503905539853,0,0,0,0,0,0,0,0,0.0350203247823631,0,0,0,0.0350203247823631,0.0343896540688478,0.0350203247823631,0.174417758305444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.360309157468024,0.174417758305444,0,0,0,0,0,0,0,0.0168025312586712,0.0674185913612893,0,0,0.0192600442014215,0,0,0,0.0629488795449826
"CMS-2017-0163-0238-0-1",0.0456344050412918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0746798954957276,0,0,0,0,0,0,0,0,0.108360078518505,0,0,0.10672599966037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20676724230445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.451298555031791,0.20676724230445,0,0,0,0,0,0,0,0,0,0,0,0.03180062116827,0,0,0,0.169530656281838
"CMS-2017-0163-0239-0-1",0.0189649861896359,0.00839030843603846,0,0,0,0.00839030843603846,0,0,0,0,0,0.0275838729932674,0,0,0,0,0,0,0,0,0,0,0.0292156735012712,0,0,0.0487053785525902,0,0,0.0458235079721833,0,0,0.0485480735656776,0,0,0.0623490768902449,0.0300480998942584,0.0233858941585037,0,0,0,0,0.012221019935027,0,0,0.0109627861972786,0,0,0,0.0261977799923444,0,0.0873087455741138,0,0.0294643475646307,0,0.0292156735012712,0,0.0859085028889617,0,0,0,0,0,0,0,0,0.0505130155594262,0,0.0186796799527678,0.500154048918733,0.0873087455741138,0.0859085028889617,0,0,0.00831837698478007,0,0,0,0.0487027333491544,0,0,0,0.0100909723420563,0,0,0,0.0600552812632891
"CMS-2017-0163-0240-0-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.452215693680477,0,0,0,0,0,0,0,0,0,0,0.0240309641387009,0.110086482124029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0716428685827548,0,0,0.00157484318048637,0,0,0,0.288604453925874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211898356746906,0.245084459937598
"CMS-2017-0163-0241-0-1",0,0,0.00172648610177441,0,0.00121497291416272,0,0.00179776629715788,0.00192785955633214,0.00152532339364219,0.00113635279244091,0.0020287666147193,0.00243906207863559,0.00142845796971025,0.00204215036449279,0.00165664287274434,0.00123516764680664,0.00109822598369424,0.00107597201639613,0,0.00188634305568641,0.00210603603652663,0,0.00112889375581115,0.00108615174007169,0.111803039396931,0,0.00130481633418128,0.00125467708595452,0,0,0.0559566801958721,0.372401541816443,0,0,0,0,0.00103605630867059,0.00109929706783507,0.00109929706783508,0.00118085156416878,0,0.00165811783751118,0.00191836772682322,0,0,0.0023382548248794,0,0,0.0016909801447114,0,0,0.00265801781877298,0,0.00173954273575708,0.00112889375581115,0.00171912715629002,0.00166558136885263,0.00151600414204833,0,0.948363686089298,0.00131117890029306,0.00183183115208718,0.00111612941045738,0,0.0044279155823822,0,0,0,0,0,0.00166558136885264,0.00202876661471931,0.00140748871103359,0,0.00135161666567691,0.00171912715629002,0,0,0.00129274377605672,0.948363686089298,0,0,0.00181216791674725,0,0.00117971221099881,0.0012573505495982
"CMS-2017-0163-0242-0-1",0,0,0,0,0,0,0,0,0,0.0897698033933023,0,0,0,0,0,0,0,0,0,0.181655810834481,0,0,0,0,0,0,0,0,0,0.0279714890608103,0.0317834131096761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142775862344893,0,0,0,0,0,0,0,0,0.0916432245776393,0,0,0,0,0,0,0,0,0.504272306689562,0.142775862344893,0,0,0,0,0,0,0,0,0,0.0916432245776393,0,0,0,0,0,0.144361612336573
"CMS-2017-0163-0243-0-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0519060725743379,0,0,0.0264278131682025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0996550471182139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.609498113930371,0,0,0,0,0.0329809060078557,0,0,0,0,0,0,0,0,0,0,0,0.0674441600020221
"CMS-2017-0163-0244-0-1",0,0,0,0,0,0,0,0.365862988976407,0,0,0.00110656901681203,0.00133036028231033,0,0.00110228864161948,0,0,0.0512076476770062,0.0512068422788581,0,0.00101818874879833,0.00114871479518743,0,0,0,0,0,0,0,0,0,0,0.159261627139789,0,0,0.0639178637884871,0,0,0,0,0,0,0,0.00103251814476881,0,0,0.00126211653142244,0,0,0,0,0,0.00143471455471575,0.0466603172221537,0,0,0,0,0,0,0,0,0,0,0,0.00239004979132462,0,0,0,0.429938289723816,0,0,0.00110656901681203,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112347473263024
"CMS-2017-0163-0245-0-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0410550080160599,0,0.0577843816872311,0,0,0,0.0708444906381353,0.0577843588409383,0,0,0,0,0.0805850335375258,0,0.0856454309254526,0,0,0,0,0.022974975717963,0,0.0546973676203166,0,0,0,0.0546973676203166,0.0902349027665205,0.0546973676203166,0.111856870051416,0,0,0,0.0410550080160599,0,0,0.0646767714154513,0,0,0,0.086137276581108,0,0,0,0.0238448091907664,0,0,0.423980074563811,0.111856870051416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290168146512516,0.122324999346857
